SL,project_name,migration_direction,prompt_mode,set_folder_name,fold_name,model_name,avg_cosine_similarity,max_cosine_similarity,avg_crystal_bleu,max_crystal_bleu
2607,tanersener_smart-exception,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.41,0.41,0.29,0.29
2608,tanersener_smart-exception,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.77,0.77,0.59,0.59
2609,tanersener_smart-exception,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.51,0.51,0.54,0.54
2610,tanersener_smart-exception,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.74,0.74,0.73,0.73
2611,tanersener_smart-exception,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.06,0.06,0.07,0.07
2612,tanersener_smart-exception,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.68,0.68,0.63,0.63
2613,tdebatty_java-string-similarity,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.90,0.90,0.72,0.72
2614,tdebatty_java-string-similarity,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.91,0.91,0.81,0.81
2615,tdebatty_java-string-similarity,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.59,0.59,0.48,0.48
2616,tdebatty_java-string-similarity,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.85,0.85,0.70,0.70
2617,tdebatty_java-string-similarity,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.75,0.75,0.55,0.55
2618,tdebatty_java-string-similarity,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.61,0.61
2619,tdebatty_java-string-similarity,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.23,0.23,0.09,0.09
2620,tdebatty_java-string-similarity,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.62,0.62,0.39,0.39
2621,tdf_odftoolkit,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.65,0.65,0.63,0.63
2622,tdf_odftoolkit,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.64,0.64,0.51,0.51
2623,tdf_odftoolkit,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.61,0.61,0.33,0.33
2624,tdf_odftoolkit,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.69,0.69,0.53,0.53
2625,tdf_odftoolkit,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.79,0.79,0.56,0.56
2626,tdf_odftoolkit,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.59,0.59
2627,tdf_odftoolkit,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.21,0.21,0.10,0.10
2628,tdf_odftoolkit,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.66,0.66,0.35,0.35
2629,thepieterdc_dodona-plugin-jetbrains,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.90,0.90,0.75,0.75
2630,thepieterdc_dodona-plugin-jetbrains,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.88,0.88,0.72,0.72
2631,thepieterdc_dodona-plugin-jetbrains,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.45,0.45,0.34,0.34
2632,thepieterdc_dodona-plugin-jetbrains,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.67,0.67,0.62,0.62
2633,thepieterdc_dodona-plugin-jetbrains,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.60,0.60,0.31,0.31
2634,thepieterdc_dodona-plugin-jetbrains,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.60,0.60,0.31,0.31
2635,thepieterdc_dodona-plugin-jetbrains,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.18,0.18,0.08,0.08
2636,thepieterdc_dodona-plugin-jetbrains,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.48,0.48,0.15,0.15
2637,tsandmann_ct-sim,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.72,0.72,0.56,0.56
2638,tsandmann_ct-sim,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.80,0.80,0.59,0.59
2639,tsandmann_ct-sim,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.42,0.42,0.29,0.29
2640,tsandmann_ct-sim,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.76,0.76,0.46,0.46
2641,tsandmann_ct-sim,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.64,0.64,0.43,0.43
2642,tsandmann_ct-sim,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.38,0.38
2643,tsandmann_ct-sim,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.19,0.19,0.12,0.12
2644,tsandmann_ct-sim,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.37,0.37,0.28,0.28
2645,tsjensen_sercoll,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.84,0.84,0.76,0.76
2646,tsjensen_sercoll,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.76,0.76
2647,tsjensen_sercoll,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.42,0.42
2648,tsjensen_sercoll,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.83,0.83,0.60,0.60
2649,tsjensen_sercoll,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.40,0.40,0.35,0.35
2650,tsjensen_sercoll,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.34,0.34,0.33,0.33
2651,tsjensen_sercoll,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.17,0.17,0.18,0.18
2652,tsjensen_sercoll,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.48,0.48,0.29,0.29
2653,typetools_guava,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.76,0.76,0.61,0.61
2654,typetools_guava,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.79,0.79,0.56,0.56
2655,typetools_guava,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.66,0.66,0.45,0.45
2656,typetools_guava,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.70,0.70,0.40,0.40
2657,typetools_guava,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.58,0.58,0.61,0.61
2658,typetools_guava,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.56,0.56,0.54,0.54
2659,typetools_guava,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.21,0.21,0.28,0.28
2660,typetools_guava,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.47,0.47,0.38,0.38
2661,utarwyn_SuperJukebox,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.79,0.79,0.70,0.70
2662,utarwyn_SuperJukebox,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.77,0.77,0.66,0.66
2663,utarwyn_SuperJukebox,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.64,0.64,0.43,0.43
2664,utarwyn_SuperJukebox,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.74,0.74,0.57,0.57
2665,utarwyn_SuperJukebox,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.60,0.60,0.47,0.47
2666,utarwyn_SuperJukebox,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.72,0.72
2667,utarwyn_SuperJukebox,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.32,0.32,0.24,0.24
2668,utarwyn_SuperJukebox,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.38,0.38,0.36,0.36
2669,uw-loci_misc-plugins,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.74,0.74,0.63,0.63
2670,uw-loci_misc-plugins,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.82,0.82,0.68,0.68
2671,uw-loci_misc-plugins,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.74,0.74,0.55,0.55
2672,uw-loci_misc-plugins,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.77,0.77,0.52,0.52
2673,uw-loci_misc-plugins,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.34,0.34,0.22,0.22
2674,uw-loci_misc-plugins,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.49,0.49,0.41,0.41
2675,uw-loci_misc-plugins,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.17,0.17,0.13,0.13
2676,uw-loci_misc-plugins,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.09,0.09,0.05,0.05
2677,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.49,0.49,0.11,0.11
2678,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.84,0.84,0.56,0.56
2679,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.52,0.52,0.30,0.30
2680,vert-x3_vertx-bridge-common,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.51,0.51,0.36,0.36
2681,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.63,0.63,0.40,0.40
2682,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.50,0.50,0.36,0.36
2683,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.29,0.29,0.18,0.18
2684,vert-x3_vertx-bridge-common,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.28,0.28,0.18,0.18
2685,vert-x3_vertx-web,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.71,0.71,0.29,0.29
2686,vert-x3_vertx-web,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.89,0.89,0.70,0.70
2687,vert-x3_vertx-web,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.57,0.57,0.25,0.25
2688,vert-x3_vertx-web,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.67,0.67,0.18,0.18
2689,vert-x3_vertx-web,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.70,0.70,0.49,0.49
2690,vert-x3_vertx-web,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.40,0.40,0.51,0.51
2691,vert-x3_vertx-web,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.28,0.28,0.22,0.22
2692,vert-x3_vertx-web,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.53,0.53,0.47,0.47
2693,vlingo_xoom-turbo,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.73,0.73,0.52,0.52
2694,vlingo_xoom-turbo,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.79,0.79,0.51,0.51
2695,vlingo_xoom-turbo,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.58,0.58,0.33,0.33
2696,vlingo_xoom-turbo,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.68,0.68,0.42,0.42
2697,vlingo_xoom-turbo,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.72,0.72,0.66,0.66
2698,vlingo_xoom-turbo,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.78,0.78
2699,vlingo_xoom-turbo,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.22,0.22,0.24,0.24
2700,vlingo_xoom-turbo,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.70,0.70,0.59,0.59
2701,wcm-io-devops_conga-sling-plugin,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.86,0.86,0.68,0.68
2702,wcm-io-devops_conga-sling-plugin,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.86,0.86,0.69,0.69
2703,wcm-io-devops_conga-sling-plugin,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.62,0.62,0.44,0.44
2704,wcm-io-devops_conga-sling-plugin,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.79,0.79,0.53,0.53
2705,wcm-io-devops_conga-sling-plugin,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.85,0.85,0.75,0.75
2706,wcm-io-devops_conga-sling-plugin,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.95,0.95,0.80,0.80
2707,wcm-io-devops_conga-sling-plugin,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.15,0.15,0.08,0.08
2708,wcm-io-devops_conga-sling-plugin,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.77,0.77,0.53,0.53
2709,wte4j_wte4j,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.75,0.75,0.61,0.61
2710,wte4j_wte4j,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.69,0.69,0.58,0.58
2711,wte4j_wte4j,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.64,0.64,0.49,0.49
2712,wte4j_wte4j,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.79,0.79,0.69,0.69
2713,wte4j_wte4j,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.27,0.27,0.29,0.29
2714,wte4j_wte4j,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.34,0.34,0.32,0.32
2715,wte4j_wte4j,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.18,0.18,0.17,0.17
2716,wte4j_wte4j,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.19,0.19,0.31,0.31
2717,xenit-eu_alfresco-docker-gradle-plugin,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.73,0.73,0.43,0.43
2718,xenit-eu_alfresco-docker-gradle-plugin,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.78,0.78,0.67,0.67
2719,xenit-eu_alfresco-docker-gradle-plugin,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.55,0.55,0.48,0.48
2720,xenit-eu_alfresco-docker-gradle-plugin,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.69,0.69,0.33,0.33
2721,xenit-eu_alfresco-docker-gradle-plugin,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.66,0.66,0.73,0.73
2722,xenit-eu_alfresco-docker-gradle-plugin,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.72,0.72,0.77,0.77
2723,xenit-eu_alfresco-docker-gradle-plugin,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.25,0.25,0.28,0.28
2724,xenit-eu_alfresco-docker-gradle-plugin,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.62,0.62
2725,xerial_sqlite-jdbc,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.53,0.53,0.46,0.46
2726,xerial_sqlite-jdbc,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.70,0.70,0.67,0.67
2727,xerial_sqlite-jdbc,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.65,0.65,0.58,0.58
2728,xerial_sqlite-jdbc,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.65,0.65,0.47,0.47
2729,xerial_sqlite-jdbc,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.31,0.31,0.14,0.14
2730,xerial_sqlite-jdbc,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.57,0.57,0.22,0.22
2731,xerial_sqlite-jdbc,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.05,0.05,0.02,0.02
2732,xerial_sqlite-jdbc,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.40,0.40,0.18,0.18
2733,xuxueli_xxl-job,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.97,0.97,0.89,0.89
2734,xuxueli_xxl-job,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.85,0.85
2735,xuxueli_xxl-job,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.91,0.91,0.81,0.81
2736,xuxueli_xxl-job,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.95,0.95,0.88,0.88
2737,xuxueli_xxl-job,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.80,0.80,0.59,0.59
2738,xuxueli_xxl-job,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.85,0.85,0.65,0.65
2739,xuxueli_xxl-job,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.28,0.28,0.15,0.15
2740,xuxueli_xxl-job,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.72,0.72,0.59,0.59
2741,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,Set_Full,,gemma3_12b,0.84,0.84,0.73,0.73
2742,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,Set_Full,,gpt-4o,0.73,0.73,0.75,0.75
2743,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,Set_Full,,llama3_1_8b,0.83,0.83,0.79,0.79
2744,yuxuanchiadm_SkyCraftUpdater,travis_to_gha,few-shot,Set_Full,,mistral_7b,0.65,0.65,0.60,0.60
2745,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,Set_Full,,gemma3_12b,0.62,0.62,0.28,0.28
2746,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,Set_Full,,gpt-4o,0.76,0.76,0.41,0.41
2747,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,Set_Full,,llama3_1_8b,0.18,0.18,0.07,0.07
2748,yuxuanchiadm_SkyCraftUpdater,gha_to_travis,few-shot,Set_Full,,mistral_7b,0.51,0.51,0.18,0.18
2749,ANierbeck_Karaf-Vertx,travis_to_gha,cimig,,,CIMig,0.52,0.52,0.33,0.33
2750,ANierbeck_Karaf-Vertx,gha_to_travis,cimig,,,CIMig,0.33,0.33,0.10,0.10
2751,AreaFiftyLAN_lancie-api,travis_to_gha,cimig,,,CIMig,0.57,0.57,0.08,0.08
2752,AreaFiftyLAN_lancie-api,gha_to_travis,cimig,,,CIMig,0.25,0.25,0.04,0.04
2753,AtomGraph_Processor,travis_to_gha,cimig,,,CIMig,0.13,0.13,0.00,0.00
2754,AtomGraph_Processor,gha_to_travis,cimig,,,CIMig,0.12,0.12,0.01,0.01
2755,AuScope_NVCLAnalyticalServices,travis_to_gha,cimig,,,CIMig,0.52,0.52,0.11,0.11
2756,AuScope_NVCLAnalyticalServices,gha_to_travis,cimig,,,CIMig,0.24,0.24,0.07,0.07
2757,AxonIQ_axonserver-connector-java,travis_to_gha,cimig,,,CIMig,0.48,0.48,0.03,0.03
2758,AxonIQ_axonserver-connector-java,gha_to_travis,cimig,,,CIMig,0.56,0.56,0.28,0.28
2759,BentoBoxWorld_BSkyBlock,travis_to_gha,cimig,,,CIMig,0.56,0.56,0.17,0.17
2760,BentoBoxWorld_BSkyBlock,gha_to_travis,cimig,,,CIMig,0.41,0.41,0.24,0.24
2761,BombusMod_BombusMod,travis_to_gha,cimig,,,CIMig,0.30,0.30,0.21,0.21
2762,BombusMod_BombusMod,gha_to_travis,cimig,,,CIMig,0.16,0.16,0.07,0.07
2763,CST-Group_cst,travis_to_gha,cimig,,,CIMig,0.57,0.57,0.02,0.02
2764,CST-Group_cst,gha_to_travis,cimig,,,CIMig,0.21,0.21,0.05,0.05
2765,CodelyTV_java-basic-skeleton,travis_to_gha,cimig,,,CIMig,0.49,0.49,0.32,0.32
2766,CodelyTV_java-basic-skeleton,gha_to_travis,cimig,,,CIMig,0.43,0.43,0.12,0.12
2767,CompEvol_sampled-ancestors,travis_to_gha,cimig,,,CIMig,0.36,0.36,0.24,0.24
2768,CompEvol_sampled-ancestors,gha_to_travis,cimig,,,CIMig,0.40,0.40,0.18,0.18
2769,ConsensusJ_consensusj,travis_to_gha,cimig,,,CIMig,0.63,0.63,0.09,0.09
2770,ConsensusJ_consensusj,gha_to_travis,cimig,,,CIMig,0.25,0.25,0.10,0.10
2771,Coolerfall_Android-HttpDownloadManager,travis_to_gha,cimig,,,CIMig,0.47,0.47,0.38,0.38
2772,Coolerfall_Android-HttpDownloadManager,gha_to_travis,cimig,,,CIMig,0.40,0.40,0.17,0.17
2773,CyclopsMC_EvilCraft,travis_to_gha,cimig,,,CIMig,0.51,0.51,0.02,0.02
2774,CyclopsMC_EvilCraft,gha_to_travis,cimig,,,CIMig,0.26,0.26,0.10,0.10
2775,Devskiller_friendly-id,travis_to_gha,cimig,,,CIMig,0.56,0.56,0.46,0.46
2776,Devskiller_friendly-id,gha_to_travis,cimig,,,CIMig,0.43,0.43,0.09,0.09
2777,EBIvariation_eva-pipeline,travis_to_gha,cimig,,,CIMig,0.44,0.44,0.07,0.07
2778,EBIvariation_eva-pipeline,gha_to_travis,cimig,,,CIMig,0.31,0.31,0.37,0.37
2779,EngineHub_WorldEdit,travis_to_gha,cimig,,,CIMig,0.46,0.46,0.01,0.01
2780,EngineHub_WorldEdit,gha_to_travis,cimig,,,CIMig,0.27,0.27,0.15,0.15
2781,Ericsson_ecchronos,travis_to_gha,cimig,,,CIMig,0.31,0.31,0.01,0.01
2782,Ericsson_ecchronos,gha_to_travis,cimig,,,CIMig,0.20,0.20,0.01,0.01
2783,Erigitic_TotalEconomy,travis_to_gha,cimig,,,CIMig,0.51,0.51,0.11,0.11
2784,Erigitic_TotalEconomy,gha_to_travis,cimig,,,CIMig,0.46,0.46,0.17,0.17
2785,FasterXML_jackson-databind,travis_to_gha,cimig,,,CIMig,0.42,0.42,0.02,0.02
2786,FasterXML_jackson-databind,gha_to_travis,cimig,,,CIMig,0.30,0.30,0.04,0.04
2787,FasterXML_jackson-datatypes-collections,travis_to_gha,cimig,,,CIMig,0.44,0.44,0.01,0.01
2788,FasterXML_jackson-datatypes-collections,gha_to_travis,cimig,,,CIMig,0.37,0.37,0.06,0.06
2789,FasterXML_jackson-jr,travis_to_gha,cimig,,,CIMig,0.57,0.57,0.12,0.12
2790,FasterXML_jackson-jr,gha_to_travis,cimig,,,CIMig,0.28,0.28,0.07,0.07
2791,FluentLenium_FluentLenium,travis_to_gha,cimig,,,CIMig,0.49,0.49,0.00,0.00
2792,FluentLenium_FluentLenium,gha_to_travis,cimig,,,CIMig,0.59,0.59,0.02,0.02
2793,FreeCol_freecol,travis_to_gha,cimig,,,CIMig,0.44,0.44,0.24,0.24
2794,FreeCol_freecol,gha_to_travis,cimig,,,CIMig,0.34,0.34,0.11,0.11
2795,Gepardec_Hogarama,travis_to_gha,cimig,,,CIMig,0.44,0.44,0.05,0.05
2796,Gepardec_Hogarama,gha_to_travis,cimig,,,CIMig,0.41,0.41,0.12,0.12
2797,GrowthcraftCE_Growthcraft-1.12,travis_to_gha,cimig,,,CIMig,0.46,0.46,0.09,0.09
2798,GrowthcraftCE_Growthcraft-1.12,gha_to_travis,cimig,,,CIMig,0.42,0.42,0.09,0.09
2799,Hakky54_mutual-tls-ssl,travis_to_gha,cimig,,,CIMig,0.47,0.47,0.02,0.02
2800,Hakky54_mutual-tls-ssl,gha_to_travis,cimig,,,CIMig,0.34,0.34,0.19,0.19
2801,IBM_cloudant-java-sdk,travis_to_gha,cimig,,,CIMig,0.53,0.53,0.14,0.14
2802,IBM_cloudant-java-sdk,gha_to_travis,cimig,,,CIMig,0.23,0.23,0.03,0.03
2803,Iterable_iterable-android-sdk,travis_to_gha,cimig,,,CIMig,0.55,0.55,0.00,0.00
2804,Iterable_iterable-android-sdk,gha_to_travis,cimig,,,CIMig,0.23,0.23,0.01,0.01
2805,JanusGraph_janusgraph-foundationdb,travis_to_gha,cimig,,,CIMig,0.54,0.54,0.08,0.08
2806,JanusGraph_janusgraph-foundationdb,gha_to_travis,cimig,,,CIMig,0.39,0.39,0.37,0.37
2807,JetBrains_jediterm,travis_to_gha,cimig,,,CIMig,0.50,0.50,0.34,0.34
2808,JetBrains_jediterm,gha_to_travis,cimig,,,CIMig,0.35,0.35,0.09,0.09
2809,JodaOrg_joda-time,travis_to_gha,cimig,,,CIMig,0.48,0.48,0.15,0.15
2810,JodaOrg_joda-time,gha_to_travis,cimig,,,CIMig,0.24,0.24,0.26,0.26
2811,Kaktushose_LS-ModManager,travis_to_gha,cimig,,,CIMig,0.49,0.49,0.42,0.42
2812,Kaktushose_LS-ModManager,gha_to_travis,cimig,,,CIMig,0.32,0.32,0.15,0.15
2813,MilkBowl_VaultAPI,travis_to_gha,cimig,,,CIMig,0.34,0.34,0.23,0.23
2814,MilkBowl_VaultAPI,gha_to_travis,cimig,,,CIMig,0.14,0.14,0.11,0.11
2815,MineLittlePony_BigPony,travis_to_gha,cimig,,,CIMig,0.58,0.58,0.33,0.33
2816,MineLittlePony_BigPony,gha_to_travis,cimig,,,CIMig,0.29,0.29,0.06,0.06
2817,MineLittlePony_HDSkins,travis_to_gha,cimig,,,CIMig,0.44,0.44,0.15,0.15
2818,MineLittlePony_HDSkins,gha_to_travis,cimig,,,CIMig,0.28,0.28,0.05,0.05
2819,MineLittlePony_MineLittlePony,travis_to_gha,cimig,,,CIMig,0.55,0.55,0.37,0.37
2820,MineLittlePony_MineLittlePony,gha_to_travis,cimig,,,CIMig,0.29,0.29,0.06,0.06
2821,NetLogo_Matrix-Extension,travis_to_gha,cimig,,,CIMig,0.38,0.38,0.19,0.19
2822,NetLogo_Matrix-Extension,gha_to_travis,cimig,,,CIMig,0.21,0.21,0.13,0.13
2823,OHNLP_MedTagger,travis_to_gha,cimig,,,CIMig,0.44,0.44,0.25,0.25
2824,OHNLP_MedTagger,gha_to_travis,cimig,,,CIMig,0.26,0.26,0.05,0.05
2825,OSGeo_PROJ-JNI,travis_to_gha,cimig,,,CIMig,0.30,0.30,0.05,0.05
2826,OSGeo_PROJ-JNI,gha_to_travis,cimig,,,CIMig,0.40,0.40,0.27,0.27
2827,OpenLiberty_ci.maven,travis_to_gha,cimig,,,CIMig,0.53,0.53,0.00,0.00
2828,OpenLiberty_ci.maven,gha_to_travis,cimig,,,CIMig,0.27,0.27,0.12,0.12
2829,OpenLiberty_guide-arquillian-managed,travis_to_gha,cimig,,,CIMig,0.46,0.46,0.04,0.04
2830,OpenLiberty_guide-arquillian-managed,gha_to_travis,cimig,,,CIMig,0.23,0.23,0.11,0.11
2831,OpenLiberty_guide-cloud-azure,travis_to_gha,cimig,,,CIMig,0.47,0.47,0.05,0.05
2832,OpenLiberty_guide-cloud-azure,gha_to_travis,cimig,,,CIMig,0.63,0.63,0.45,0.45
2833,Paul2708_simple-commands,travis_to_gha,cimig,,,CIMig,0.48,0.48,0.38,0.38
2834,Paul2708_simple-commands,gha_to_travis,cimig,,,CIMig,0.59,0.59,0.24,0.24
2835,PepperLola_playerinfo,travis_to_gha,cimig,,,CIMig,0.49,0.49,0.14,0.14
2836,PepperLola_playerinfo,gha_to_travis,cimig,,,CIMig,0.19,0.19,0.07,0.07
2837,Pi4J_pi4j-v2,travis_to_gha,cimig,,,CIMig,0.31,0.31,0.08,0.08
2838,Pi4J_pi4j-v2,gha_to_travis,cimig,,,CIMig,0.52,0.52,0.28,0.28
2839,PojavLauncherTeam_PojavLauncher,travis_to_gha,cimig,,,CIMig,0.49,0.49,0.25,0.25
2840,PojavLauncherTeam_PojavLauncher,gha_to_travis,cimig,,,CIMig,0.15,0.15,0.01,0.01
2841,SAP_hybris-commerce-eclipse-plugin,travis_to_gha,cimig,,,CIMig,0.48,0.48,0.34,0.34
2842,SAP_hybris-commerce-eclipse-plugin,gha_to_travis,cimig,,,CIMig,0.31,0.31,0.13,0.13
2843,Sandec_JMemoryBuddy,travis_to_gha,cimig,,,CIMig,0.51,0.51,0.40,0.40
2844,Sandec_JMemoryBuddy,gha_to_travis,cimig,,,CIMig,0.37,0.37,0.09,0.09
2845,Smarteon_loxone-java,travis_to_gha,cimig,,,CIMig,0.48,0.48,0.25,0.25
2846,Smarteon_loxone-java,gha_to_travis,cimig,,,CIMig,0.27,0.27,0.03,0.03
2847,TagnumElite_ProjectE-Integration,travis_to_gha,cimig,,,CIMig,0.57,0.57,0.27,0.27
