setting,project,direction,model,service,file_path,yaml_parsed,external_ok,yaml_score,external_score,external_tool,external_pass_count,external_total_count,actionlint_ok,travis_lint_ok,score,messages
CIMig,otavanopisto_muikku,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otavanopisto_muikku/04_CIMig_GHA_to_Travis/otavanopisto_muikku_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otavanopisto_muikku/04_CIMig_GHA_to_Travis/otavanopisto_muikku_travis.yml"", line 3, column 1 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otavanopisto_muikku/04_CIMig_GHA_to_Travis/otavanopisto_muikku_travis.yml"", line 4, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otavanopisto_muikku/04_CIMig_GHA_to_Travis/otavanopisto_muikku_travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 3 column 1"
Zero-Shot,otavanopisto_muikku,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:19:9: expected scalar node for string value but found sequence node with ""!!seq"" tag [syntax-check] /    | / 19 |         - secure: ""********************"" /    |         ^ / actions.yml:34:9: expected scalar node for string value but found sequence node with ""!!seq"" tag [syntax-check] /    | / 34 |         - secure: ""********************"" /    |         ^"
Zero-Shot,otavanopisto_muikku,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 24, column 23 | [actionlint rc=1] actions.yml:24:0: could not parse as YAML: yaml: line 24: mapping values are not allowed in this context [syntax-check] /    | / 24 |           distribution: temurin /    |"
Zero-Shot,otavanopisto_muikku,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,otavanopisto_muikku,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 24, column 41 | [actionlint rc=1] actions.yml:24:0: could not parse as YAML: yaml: line 24: mapping values are not allowed in this context [syntax-check] /    | / 24 |         uses: actions/setup-java@v4 with: /    |"
Zero-Shot,otavanopisto_muikku,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [error] on deploy: missing required key: provider / [x] [warn] on jobs.include.jdk: unexpected sequence, using the first value (oraclejdk7) / [x] [warn] on deploy: unknown key if (github.ref == 'refs/heads/devel' && github.event_name == 'push') / [x] [warn] on deploy: unknown key before_deploy ([echo 'Starting deployment']) / [x] [warn] on deploy: unknown key after_deploy ([echo 'Deployed'])"
Zero-Shot,otavanopisto_muikku,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 55, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 55 column 1"
Zero-Shot,otavanopisto_muikku,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] valid
Zero-Shot,otavanopisto_muikku,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [error] on root: duplicate key: deploy / [x] [error] on root: duplicate key: script / [x] [error] on language: dropping unknown value: ubuntu / [x] [error] on deploy: missing required key: provider / [x] [error] on before_install: dropping unexpected map, expected str ({:run=>echo 'Starting JDK setup'}) / [x] [error] on install: dropping unexpected map, expected str ({:uses=>actions/checkout@v4}) / [x] [error] on install: dropping unexpected map, expected str ({:name=>Set up JDK 7, :uses=>sfoley/setup-jdk@v1, :with=>{:jdk=>7, :distribution=>zulu}}) / [x] [error] on before_script: dropping unexpected map, expected str ({:run=>echo 'Starting build'}) / [x] [error] on services: dropping unexpected map, expected str ({:docker=>[{:image=>openjdk:7}, {:image=>oracle/openjdk:7}]}) / [x] [warn] on deploy: unknown key if ($GITHUB_REF == refs/heads/devel && $GITHUB_EVENT_NAME == push) / [x] [warn] on deploy: unknown key before_deploy ([{:run=>echo 'Starting deployment'}]) / [x] [warn] on deploy: unknown key script ([mvn install, mvn package -f muikku/pom.xml -Popenshift, python travis-prepare-maven.py, mvn deploy --settings ~/.m2/mySettings.xml]) / [x] [warn] on deploy: unknown key after_success ([{:run=>echo 'Deployed'}])"
Fine-Tuned,otavanopisto_muikku,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Fine-Tuned,otavanopisto_muikku,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_05/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on deploy: deprecated key: skip_cleanup (not supported in dpl v2, use cleanup)"
Few-Shot,otavanopisto_muikku,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:13:5: expected scalar node for string value but found mapping node with ""!!map"" tag [syntax-check] /    | / 13 |     secure: ""********************"" /    |     ^~~~~~~ / actions.yml:45:5: unexpected key ""after_deploy"" for ""job"" section. expected one of ""concurrency"", ""container"", ""continue-on-error"", ""defaults"", ""env"", ""environment"", ""if"", ""name"", ""needs"", ""outputs"", ""permissions"", ""runs-on"", ""secrets"", ""services"", ""steps"", ""strategy"", ""timeout-minutes"", ""uses"", ""with"" [syntax-check] /    | / 45 |     after_deploy: /    |     ^~~~~~~~~~~~~"
Few-Shot,otavanopisto_muikku,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,otavanopisto_muikku,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,"[actionlint rc=1] actions.yml:31:45: context ""matrix"" is not allowed here. available contexts are ""github"", ""inputs"", ""needs"", ""vars"". see https://docs.github.com/en/actions/learn-github-actions/contexts#context-availability for more details [expression] /    | / 31 |     if: github.ref == 'refs/heads/devel' && matrix.jdk == '8' /    |                                             ^~~~~~~~~~ / actions.yml:31:45: property ""jdk"" is not defined in object type {} [expression] /    | / 31 |     if: github.ref == 'refs/heads/devel' && matrix.jdk == '8' /    |                                             ^~~~~~~~~~"
Few-Shot,otavanopisto_muikku,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 58, column 9 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 58, column 12 | [actionlint rc=1] actions.yml:58:0: could not parse as YAML: yaml: line 58: could not find expected ':' [syntax-check] /    | / 58 |         run /    |"
Few-Shot,otavanopisto_muikku,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [error] on deploy: missing required key: provider / [x] [warn] on deploy: unknown key if (github.ref == 'refs/heads/devel' && github.event_name == 'push') / [x] [warn] on deploy: unknown key script ([echo 'Starting deployment', echo 'Deployed']) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
Few-Shot,otavanopisto_muikku,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 3, column 1 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): found character that cannot start any token while scanning for the next token at line 3 column 1"
Few-Shot,otavanopisto_muikku,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml: / [x] [warn] on deploy: deprecated key: skip_cleanup (not supported in dpl v2, use cleanup)"
Few-Shot,otavanopisto_muikku,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otavanopisto_muikku/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [warn] on jobs: unknown key build ({:includes=>[{:name=>Before install, :run=>unset GEM_PATH}, {:name=>Set up JDK 7, :uses=>actions/setup-java@v4, :with=>{:distribution=>zulu, :java-version=>7}}, {:name=>Build, :script=>mvn install}]}) / [x] [warn] on jobs: unknown key deploy ({:if=>$GITHUB_REF == 'refs/heads/devel' && $GITHUB_EVENT_NAME == 'push', :includes=>[{:name=>Set up JDK 7, :uses=>actions/setup-java@v4, :with=>{:distribution=>zulu, :java-version=>7}}, {:name=>Before deploy, :run=>echo 'Starting deployment'}, {:name=>After deploy, :run=>echo 'Deployed'}]}) / [x] [warn] on branches: unknown key include ([devel]) / [x] [warn] on root: deprecated key: sudo (The key `sudo` has no effect anymore.)"
CIMig,otto-de_synapse,travis_to_gha,CIMig,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otto-de_synapse/03_CIMig_Travis_to_GHA/otto-de_synapse_original.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while parsing a block mapping /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otto-de_synapse/03_CIMig_Travis_to_GHA/otto-de_synapse_original.yml"", line 10, column 5 / expected <block end>, but found '-' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otto-de_synapse/03_CIMig_Travis_to_GHA/otto-de_synapse_original.yml"", line 23, column 5 | [actionlint rc=1] otto-de_synapse_original.yml:9:0: could not parse as YAML: yaml: line 9: did not find expected key [syntax-check] /   | / 9 |   build: /   |"
CIMig,otto-de_synapse,gha_to_travis,CIMig,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otto-de_synapse/04_CIMig_GHA_to_Travis/otto-de_synapse_travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otto-de_synapse/04_CIMig_GHA_to_Travis/otto-de_synapse_travis.yml"", line 5, column 9 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIMig_Results/otto-de_synapse/04_CIMig_GHA_to_Travis/otto-de_synapse_travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 5 column 9"
Zero-Shot,otto-de_synapse,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:15:7: ""services"" section is sequence node but mapping node is expected [syntax-check] /    | / 15 |       - docker /    |       ^"
Zero-Shot,otto-de_synapse,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 28, column 23 | [actionlint rc=1] actions.yml:28:0: could not parse as YAML: yaml: line 28: mapping values are not allowed in this context [syntax-check] /    | / 28 |           distribution: temurin /    |"
Zero-Shot,otto-de_synapse,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Zero-Shot,otto-de_synapse,travis_to_gha,mistral_7b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 53, column 11 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/mistral_7b/actions.yml"", line 53, column 21 | [actionlint rc=1] actions.yml:53:0: could not parse as YAML: yaml: line 53: could not find expected ':' [syntax-check] /    | / 53 |           fail_on_un /    |"
Zero-Shot,otto-de_synapse,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml"", line 11, column 10 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 11 column 10"
Zero-Shot,otto-de_synapse,gha_to_travis,llama3_1_8b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: while scanning a simple key /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 16, column 3 / could not find expected ':' /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml"", line 17, column 3 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/llama3_1_8b/travis.yml is not valid YAML: (<unknown>): could not find expected ':' while scanning a simple key at line 16 column 3"
Zero-Shot,otto-de_synapse,gha_to_travis,gpt-4o,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml,False,False,0.0,0.0,travis lint,0,1,,False,0.0,"YAML parse error: mapping values are not allowed here /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml"", line 29, column 79 | [travis lint rc=1] /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/gpt-4o/travis.yml is not valid YAML: (<unknown>): mapping values are not allowed in this context at line 29 column 79"
Zero-Shot,otto-de_synapse,gha_to_travis,mistral_7b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,"[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_ZeroShot/otto-de_synapse/04_CIgrate_GHA_to_Travis/mistral_7b/travis.yml: / [x] [error] on deploy: missing required key: provider / [x] [error] on services: dropping unexpected map, expected str ({:localstack=>{:image=>localstack/localstack:${{ env.LOCALSTACK_VERSION }}, :ports=>[4566:4566, 4571:4571], :env=>{:SERVICES=>${{ env.SERVICES }}, :DEBUG=>1, :DATA_DIR=>/tmp/localstack/data}, :options=>--health-cmd \awslocal kinesis list-streams || exit 1\ --health-interval 10s --health-timeout 5s --health-retries 5}}) / [x] [error] on install: dropping unexpected map, expected str ({:name=>Set up JDK 8, :java=>oraclejdk8}) / [x] [error] on install: dropping unexpected map, expected str ({:name=>Setup Gradle, :install=>gradle, :cache=>gradle}) / [x] [warn] on deploy.on: unknown key releases (true)"
Fine-Tuned,otto-de_synapse,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_02/otto-de_synapse/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
Fine-Tuned,otto-de_synapse,gha_to_travis,gemma3_12b,travis,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_02/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml,True,True,1.0,1.0,travis lint,1,1,,True,1.0,[travis lint rc=0] Warnings for /Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FineTuned/Set_90_10_V_02/otto-de_synapse/04_CIgrate_GHA_to_Travis/gemma3_12b/travis.yml: / [x] [warn] on env.global.secure: invalid value on secure string: {:secure=>********************}
Few-Shot,otto-de_synapse,travis_to_gha,gemma3_12b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/gemma3_12b/actions.yml,True,False,1.0,0.0,actionlint,0,1,False,,0.5,"[actionlint rc=1] actions.yml:9:7: ""services"" section is sequence node but mapping node is expected [syntax-check] /   | / 9 |       - docker /   |       ^"
Few-Shot,otto-de_synapse,travis_to_gha,llama3_1_8b,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml,False,False,0.0,0.0,actionlint,0,1,False,,0.0,"YAML parse error: while scanning for the next token / found character '`' that cannot start any token /   in ""/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/llama3_1_8b/actions.yml"", line 3, column 1 | [actionlint rc=1] actions.yml:3:0: could not parse as YAML: yaml: line 3: found character that cannot start any token [syntax-check] /   | / 3 | ```yaml /   |"
Few-Shot,otto-de_synapse,travis_to_gha,gpt-4o,gha,/Users/nhossaincse/Documents/Personal/Study Material/MSc in AMODBDA/Thesis/Playground/Results/CIgrate_Results_FewShot/otto-de_synapse/03_CIgrate_Travis_to_GHA/gpt-4o/actions.yml,True,True,1.0,1.0,actionlint,1,1,True,,1.0,[actionlint rc=0] 
